id,gold,gold_multi,pred,text,votes,top_votes,K,confidence,correct
747,Building,Building,Building,Salona (McLean Virginia).  Salona in McLean Virginia is a parcel of land with frontage on Dolley Madison Boulevard Buchanan Street and Kurtz Road. The Salona homestead and grounds comprise 7.8 acres (3.2 ha) within the 52.4-acre (21.2 ha) site and is protected in perpetuity by a 1971 easement to the Fairfax Board of Supervisors. The Salona agreement places an additional 41 acres (17 ha) under a new conservation easement that The Northern Virginia Conservation Trust will enforce in perpetuity.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 1, ""MeanOfTransportation"": 0, ""Building"": 4, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
748,Artist,Artist,Artist,Gwenno Saunders.  Gwenno Mererid Saunders (born 23 May 1981) is a Welsh musician and dancer. Since she was born her father spoken Cornish with her her mother Welsh and as a family they would speak in Gaelic. She is best known as a singer and keyboardist with The Pipettes where she was known by the name Gwenno Pipette. She also performs as a solo artist.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 4, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
749,OfficeHolder,OfficeHolder,OfficeHolder,David Maxwell Fyfe 1st Earl of Kilmuir.  David Patrick Maxwell Fyfe 1st Earl of Kilmuir GCVO PC QC (29 May 1900 – 27 January 1967) known as Sir David Maxwell Fyfe from 1942 to 1954 and as the Viscount Kilmuir from 1954 to 1962 was a British Conservative politician lawyer and judge who combined an industrious and precocious legal career with political ambitions that took him to the offices of Solicitor General Attorney General Home Secretary and Lord High Chancellor of Great BritainOne of the prosecutors at the Nuremberg Trials he was instrumental in drafting the European Convention on Human Rights.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
750,Company,Company,EducationalInstitution,Student Volunteer Campus Community.  Student Volunteer Campus Community (abbreviated SVCC and formerly SVCC Language Schools) is a non-profit organization run by volunteers located in Edmonton Alberta Canada and operates at the University of Alberta as a student volunteer group.,"{""Company"": 0, ""EducationalInstitution"": 5, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
751,Album,Album,Album,Kamnesia.  Kamnesia is the third album released by rapper Kam. It was released on March 20 2001 for Hard Tyme Records JCOR Entertainment/Interscope Records and featured production from the likes of DJ Wino DJ Pooh and Jazze Pha. Kamnesia would peak at #69 on the Top R&B/Hip-Hop Albums and #40 on the Top Heatseekers.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
752,Artist,Artist,Artist,Sunye.  Min Sun-ye (Korean: 민선예 born August 12 1989) is a South Korean singer. She is the leader of the girl group the Wonder Girls.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 5, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
753,Artist,Artist,OfficeHolder,Marcus Gee.  Marcus Gee is an urban affairs columnist for The Globe and Mail Canada's largest national daily newspaper which he joined in 1991. He was born in Toronto and graduated from the University of British Columbia in 1979 with a degree in modern European history.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 4, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
754,Album,Album,Album,Secret Love (album).  Secret Love is an album by Lorrie Morgan released in 1998. She dedicated this album to her late father George Morgan. It peaked at #36 on the Billboard Country Album chart. None of the singles from the album made the singles chart.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
755,Animal,Animal,Building,Subcancilla.  Subcancilla is a genus of sea snails marine gastropod mollusks in the family Mitridae.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 2, ""NaturalPlace"": 1, ""Village"": 0, ""Animal"": 2, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",2,5,0.4,0
756,WrittenWork,WrittenWork,WrittenWork,A Guilty Thing Surprised.  A Guilty Thing Surprised is a novel by British crime-writer Ruth Rendell. It was first published in 1970 and is the 5th entry in her popular Inspector Wexford series.,"{""Company"": 2, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 3}",3,5,0.6,1
757,EducationalInstitution,EducationalInstitution,EducationalInstitution,Fountain Valley High School.  Fountain Valley High School (or FVHS) is a public high school in Fountain Valley California. It was established in 1966 and is a part of the Huntington Beach Union High School District. It is notable for its rivalry with Edison High School particularly during football season in which both schools compete in the Battle of the Bell.The athletic teams are known as the Barons and the school colors are blue and gold.,"{""Company"": 0, ""EducationalInstitution"": 5, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
758,Plant,Plant,Plant,Millettia peguensis.  Millettia peguensis the Moulmein rosewood (Bengali: তূমা Tuma) is a legume tree species in the genus Millettia. It is native to Lower Burma and Siam. This is a relatively rare tree as compared to Pongam (Millettia pinnata) that is very similar looking but more common in India. Pongam has white flowers while the Milletia flowers are bright pink. Pongam has more elongated tip to leaves while those of M. peguensis are more oval. The plant is a food source for the Jamides bochus caterpillar.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
759,NaturalPlace,NaturalPlace,ABSTAIN,Kamešnica (mountain).  Kamešnica is a mountain in the Dinarides on the border between Bosnia and Herzegovina (Canton 10) and Croatia (Dalmatia). It is 1851 metres (6073 ft) tall. It is part of the Dinaric Alps and is an extension of the Dinara range that stretches from the northwest white road pass Vaganj (1173 m) to the Buško Blato artificial lake.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",0,5,0.0,0
760,Plant,Plant,Plant,Delphinium inopinum.  Delphinium inopinum is a species of larkspur known by the common name unexpected larkspur. It is endemic to the Sierra Nevada of California where it is known mostly from rocky areas in open temperate coniferous forest habitat.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
761,Village,Village,Village,Gulaganjikoppa.  Gulaganjikoppa is a village in Belgaum district in the southern state of Karnataka India.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
762,Athlete,Athlete,Athlete,Alessandro Andreozzi.  Alessandro Andreozzi is a former Grand Prix motorcycle racer from Italy. He currently races for Pedercini Team in the Superbike World Championship aboard a Kawasaki ZX-10R. He has also competed in the CIV Moto2 Championship where he was champion in 2011 the CIV Superbike Championship and the FIM Superstock 1000 Championship.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 5, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
763,WrittenWork,WrittenWork,WrittenWork,Measuring the Mind.  Measuring the Mind: Conceptual Issues in Contemporary Psychometrics is a book by Dutch academic Denny Borsboom Assistant Professor of Psychological Methods at the University of Amsterdam at time of publication.,"{""Company"": 1, ""EducationalInstitution"": 1, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 2}",2,5,0.4,1
764,Village,Village,Village,Rampur Jamuwa.  Rampur Jamuwa is a village development committee in Saptari District in the Sagarmatha Zone of south-eastern Nepal. At the time of the 1991 Nepal census it had a population of 3158 people living in 559 individual households.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
765,MeanOfTransportation,MeanOfTransportation,Company,Landing Craft Infantry.  The Landing Craft Infantry (LCI) were several classes of seagoing amphibious assault ships of the Second World War used to land large numbers of infantry directly onto beaches. They were developed in response to a British request for a vessel capable of carrying and landing substantially more troops than their smaller Landing Craft Assault (LCA). The result was a small steel ship that could land 200 troops traveling from rear bases on its own bottom at a speed of up to 15 knots.,"{""Company"": 4, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
766,WrittenWork,WrittenWork,WrittenWork,Wonderful Life (book).  Wonderful Life: The Burgess Shale and the Nature of History is a 1989 book on the evolution of Cambrian fauna by Harvard paleontologist Stephen Jay Gould. The volume was the 1991 winner of The Aventis Prizes for Science Books and a 1991 finalist for the Pulitzer Prize.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 2}",2,5,0.4,1
767,Village,Village,Village,Ziarat Nishapur.  Ziarat (Persian: زيارت‎ also Romanized as Zīārat and Zeyārat) is a village in Sarvelayat Rural District Sarvelayat District Nishapur County Razavi Khorasan Province Iran. At the 2006 census its population was 82 in 20 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
768,Village,Village,Village,Robat Zavin.  Robat (Persian: رباط‎ also Romanized as Robāţ; also known as Robāţ-e Pasākūh) is a village in Pasakuh Rural District Zavin District Kalat County Razavi Khorasan Province Iran. At the 2006 census its population was 25 in 5 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
769,Company,Company,Company,Chicago Swordplay Guild.  The Chicago Swordplay Guild is a modern school of swordsmanship and Western martial arts and non-profit organization based in Chicago IL USA. It provides organized instruction in the serious study and practice of historical European swordplay with a principal focus on the Italian school of swordsmanship and other martial arts of the 14th–17th centuries.,"{""Company"": 3, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 2, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,1
770,Plant,Plant,Plant,Streptanthus fenestratus.  Streptanthus fenestratus is an uncommon species of flowering plant in the mustard family known by the common name Tehipite Valley jewelflower.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
771,Building,Building,Building,Centro Comercial El Paseo Tehuacan.  Centro Comercial El Paseo Tehuacan is a shopping mall located in Tehuacán Puebla. Located at Av. Adolfo Lopez Mateos #3800 San Lorenzo Teotipilco Tehuacan Puebla less than 3 mi ( 4.5 km ) from the Mexico-Oaxaca highway and in the heart of the new development area of Tehuacan.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
772,Company,Company,Company,Air Oregon.  Air Oregon was founded in 1978 in Portland Oregon. It was later consolidated in 1981 with Horizon Air.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
773,OfficeHolder,OfficeHolder,OfficeHolder,John Johnstone (mayor).  Dr. John Johnstone was the 32nd Mayor of New York City from 1714 to 1719.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
774,Film,Film,Film,Once Upon a Time...When We Were Colored.  Once Upon a Time... When We Were Colored is a film directed by Tim Reid and the screenplay was written by Paul W. Cooper. The film is based on Clifton Taulbert’s real life and his nonfiction book Once Upon a Time When We Were Colored.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
775,Plant,Plant,Plant,Cariniana uaupensis.  Cariniana uaupensis is a species of woody plant in the Lecythidaceae family.It is found only in Brazil.It is threatened by habitat loss.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
776,Building,Building,Building,St Nicholas' Church Brighton.  The Church of Saint Nicholas of Myra usually known as St. Nicholas Church is an Anglican church in Brighton England. It is both the original parish church of Brighton and the oldest surviving building in Brighton. It is located on high ground at the junction of Church Street and Dyke Road in the city centre very close to the main shopping areas. Due to its architectural significance the church is a Grade II* listed building.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
777,NaturalPlace,NaturalPlace,NaturalPlace,Lower Deer Lake.  Lower Deer Lake is an alpine lake in Custer County Idaho United States located in the Boulder Mountains in Sawtooth National Recreation Area. While no trails lead to the lake it is most easily accessed from trails 111 or 215. It is located just north and downstream of Upper Deer Lake.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 4, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,1
778,Company,Company,Company,Creative Vibes.  Creative Vibes is a record label that sources signs and releases local Australian acts.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
779,WrittenWork,WrittenWork,Company,WMB 3D: World's Most Beautiful.  WMB 3D: World's Most Beautiful is an American fashion and lifestyle magazine based in Los Angeles.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,0
780,Village,Village,Village,Oldeouwer.  Oldeouwer (West Frisian: Alde Ouwer) is a small village in Skarsterlân in the province Friesland of the Netherlands and has around 80 citizens (2004).,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
781,OfficeHolder,OfficeHolder,OfficeHolder,Mark Lyall Grant.  Sir Mark Justin Lyall Grant KCMG (born 29 May 1956) is a British diplomat who currently serves as Her Britannic Majesty's Permanent Representative to the United Nations.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 5, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
782,Company,Company,Company,O.F. Mossberg & Sons.  O.F. Mossberg & Sons (commonly known as Mossberg) is an American firearms manufacturer specializing in shotguns rifles scopes and firearm accessories. From the 1940s through the 1960s it also produced a HI line of .22 caliber target and sporting rifles.Oscar Frederick Mossberg a native of Sweden came to the United States in 1886. He worked in the bicycle plant of Iver Johnson a native of Norway who became famous for his revolver. Together with his two sons Iver and Harold O.F.,"{""Company"": 5, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
783,Building,Building,Building,Des Moines County Court House.  The Des Moines County Court House in Burlington Iowa United States was built in 1940. It was listed on the National Register of Historic Places in 2003 as a part of the PWA-Era County Courthouses of IA Multiple Properties Submission. The courthouse is the fourth building the county has used for court functions and county administration.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 5, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
784,MeanOfTransportation,MeanOfTransportation,OfficeHolder,HMS Caicos (K505).  HMS Caicos was a Colony-class frigate of the United Kingdom that served during World War II. She was originally ordered by the United States Navy as the Tacoma-class patrol frigate USS Hannam and was transferred to the Royal Navy prior to completion. After her return to U.S. Navy custody she was sold to Argentina and served in the Argentine Navy (Armada de la Republica Argentina) as a frigate under the names ARA Trinidad (P-34) and ARA Santísima Trinidad (P-34) from 1948 to 1962.,"{""Company"": 1, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 4, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
785,Film,Film,Film,The Lamb (1915 film).  The Lamb is a 1915 American silent adventure comedy/Western film featuring Douglas Fairbanks in his first starring role. Directed by W. Christy Cabanne the film is based on the popular 1913 Broadway play The New Henrietta in which Fairbanks co-starred with William H. Crane Amelia Bingham and a very young Patricia Collinge. D. W.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
786,MeanOfTransportation,MeanOfTransportation,Company,USS Fechteler (DD-870).  USS Fechteler (DD-870) named for Rear Admiral Augustus Francis Fechteler USN (1857–1921) and/or his son Lieutenant Frank Casper Fechteler (1897-1922) was a Gearing-class destroyer laid down by the Bethlehem Steel Corporation at Staten Island in New York on 12 April 1945 launched on 19 September 1945 by Miss Joan S.,"{""Company"": 4, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 1, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",4,5,0.8,0
787,EducationalInstitution,EducationalInstitution,EducationalInstitution,Fairview Christian School (Albany Oregon).  Fairview Christian School was a private Mennonite school in Albany Oregon United States. Opened in 1975 the school was run by the Fairview Mennonite Church. The school moved to a new building in 1984 and closed in May 2009.,"{""Company"": 2, ""EducationalInstitution"": 3, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",3,5,0.6,1
788,Village,Village,Village,Benhesar.  Benhesar (Persian: بن حصار‎ also Romanized as Behnesār) is a village in Gowharan Rural District Gowharan District Bashagard County Hormozgan Province Iran. At the 2006 census its population was 23 in 6 families.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 5, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
789,Artist,Artist,Company,Damian Marrett.  Damian Marrett was born in Melbourne Victoria and is best known for his non-fiction crime novels relating to his career as an undercover police detective with the Victoria Police force. He is credited with some of Australia's largest covert operations and is frequently referred to in articles and pages involving organised Italian crime. He has appeared on numerous television and radio programs as a crime commentator and is also a freelance writer.,"{""Company"": 2, ""EducationalInstitution"": 0, ""Artist"": 2, ""Athlete"": 1, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",2,5,0.4,0
790,Plant,Plant,Plant,Anthurium navasii.  Anthurium navasii is a species of plant in the Araceae family. It is endemic to Ecuador. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 5, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
791,Film,Film,Film,Call a Messenger.  Call a Messenger is a 1939 Universal Studios film that starred Billy Halop and Huntz Hall of the Dead End Kids and several of the Little Tough Guys.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 5, ""WrittenWork"": 0}",5,5,1.0,1
792,Artist,Artist,Artist,Era Ojdanić.  Andrija Era Ojdanić (Serbian Cyrillic Ера Ојданић) is a Serbian folk singer.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 5, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 0, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
793,Album,Album,Album,A Thousand Memories.  A Thousand Memories is the debut album of American country music artist Rhett Akins. It was released in 1995 (see 1995 in country music) on Decca Records Nashville.,"{""Company"": 0, ""EducationalInstitution"": 0, ""Artist"": 0, ""Athlete"": 0, ""OfficeHolder"": 0, ""MeanOfTransportation"": 0, ""Building"": 0, ""NaturalPlace"": 0, ""Village"": 0, ""Animal"": 0, ""Plant"": 0, ""Album"": 5, ""Film"": 0, ""WrittenWork"": 0}",5,5,1.0,1
